,index,log-age-yr,Vmag,Kmag,V-F220W,V-F250W,V-F330W,V-F410W,V-F435W,V-F475W,V-F555W,V-F606W,V-F625W,V-F775W,V-F814W,log Nly,Mt/Lb,Mt/Lv,Mt/Lk,Z,Library
810,150,9.439333,5.4461,2.6315,-2.9737,-1.9642,-0.9368,-1.0736,-0.8395,-0.4901,-0.0676,0.1917,0.4129,1.0136,1.1663,40.5399,1.261,1.1416,0.3433,0.008,BaSeL
811,151,9.477121,5.5461,2.7227,-3.0375,-1.9957,-0.9494,-1.0867,-0.8483,-0.4947,-0.0682,0.1935,0.4164,1.0231,1.1777,40.6072,1.3858,1.2457,0.3716,0.008,BaSeL
812,152,9.511884,5.6227,2.7598,-3.0915,-2.0277,-0.9667,-1.1005,-0.8575,-0.4996,-0.0689,0.1959,0.4207,1.0418,1.2015,40.5889,1.4914,1.3308,0.3828,0.008,BaSeL
813,153,9.544068,5.7016,2.8261,-3.1232,-2.0426,-0.9735,-1.107,-0.8621,-0.5022,-0.0694,0.1973,0.4233,1.0509,1.2131,40.5698,1.6032,1.4252,0.4052,0.008,BaSeL
814,154,9.574031,5.8735,3.0191,-3.0625,-1.9762,-0.9204,-1.0724,-0.8403,-0.4918,-0.0682,0.1936,0.4164,1.0413,1.2037,40.5496,1.8395,1.6631,0.4821,0.008,BaSeL
815,155,9.60206,5.9371,3.1654,-3.1001,-1.9848,-0.9164,-1.07,-0.8376,-0.4899,-0.0676,0.1919,0.4135,1.0144,1.1673,40.4205,1.9388,1.7569,0.5497,0.008,BaSeL
816,156,9.628389,5.9815,3.2059,-3.1349,-2.0012,-0.923,-1.0757,-0.8413,-0.4917,-0.0678,0.1926,0.4148,1.0155,1.1678,40.4045,2.0187,1.824,0.5685,0.008,BaSeL
817,157,9.653213,6.0242,3.2473,-3.1714,-2.0174,-0.9292,-1.081,-0.8448,-0.4935,-0.068,0.1932,0.416,1.0156,1.1671,40.3881,2.0986,1.891,0.5887,0.008,BaSeL
818,158,9.676694,6.0675,3.2899,-3.2174,-2.0387,-0.938,-1.0887,-0.8497,-0.4959,-0.0682,0.194,0.4176,1.0159,1.1665,40.3712,2.1856,1.9617,0.6104,0.008,BaSeL
819,159,9.69897,6.1021,3.3286,-3.271,-2.0665,-0.9508,-1.0987,-0.8558,-0.4987,-0.0685,0.1948,0.4192,1.0151,1.1642,40.354,2.2604,2.0193,0.6307,0.008,BaSeL
820,160,9.72016,6.0747,3.2252,-3.3758,-2.1432,-1.0023,-1.1356,-0.8799,-0.5108,-0.0702,0.1998,0.4284,1.043,1.1982,40.4028,2.2398,1.9635,0.5718,0.008,BaSeL
821,161,9.740363,6.1148,3.2409,-3.4165,-2.1646,-1.013,-1.1441,-0.8854,-0.5136,-0.0706,0.2009,0.4305,1.0519,1.21,40.4097,2.3293,2.033,0.5788,0.008,BaSeL
822,162,9.759667,6.1544,3.2625,-3.4527,-2.1839,-1.0228,-1.1516,-0.8902,-0.5161,-0.0709,0.2019,0.4323,1.0589,1.2193,40.423,2.4201,2.1042,0.5892,0.008,BaSeL
823,163,9.778152,6.1932,3.2897,-3.484,-2.2008,-1.0315,-1.1582,-0.8944,-0.5182,-0.0712,0.2027,0.4338,1.0639,1.2258,40.4417,2.5113,2.1764,0.603,0.008,BaSeL
824,164,9.79588,6.2312,3.3227,-3.5125,-2.216,-1.0391,-1.1639,-0.8979,-0.52,-0.0714,0.2034,0.4351,1.067,1.2298,40.4649,2.603,2.2496,0.6204,0.008,BaSeL
825,165,9.812913,6.2687,3.3613,-3.5398,-2.23,-1.046,-1.1691,-0.9011,-0.5215,-0.0716,0.204,0.4362,1.0682,1.2312,40.4914,2.6961,2.3244,0.6417,0.008,BaSeL
826,166,9.829304,6.3063,3.4062,-3.5644,-2.2421,-1.0518,-1.1735,-0.9037,-0.5228,-0.0717,0.2044,0.437,1.0676,1.2301,40.5202,2.792,2.4021,0.6676,0.008,BaSeL
827,167,9.845098,6.3566,3.4795,-3.5771,-2.2428,-1.0485,-1.1716,-0.9022,-0.522,-0.0715,0.2038,0.4361,1.0608,1.2212,40.5506,2.9157,2.5116,0.7131,0.008,BaSeL
828,168,9.860338,6.3993,3.5336,-3.592,-2.2491,-1.0508,-1.1739,-0.9035,-0.5227,-0.0716,0.2041,0.4367,1.0591,1.2184,40.5541,3.031,2.6081,0.7482,0.008,BaSeL
829,169,9.875061,6.4258,3.5538,-3.6089,-2.2633,-1.0596,-1.1804,-0.9075,-0.5247,-0.0718,0.2048,0.4381,1.0622,1.2221,40.5885,3.1107,2.6683,0.7611,0.008,BaSeL
830,170,9.889301,6.4519,3.5741,-3.624,-2.277,-1.0683,-1.1866,-0.9114,-0.5266,-0.0721,0.2056,0.4395,1.0652,1.2256,40.6271,3.1908,2.7288,0.7742,0.008,BaSeL
831,171,9.90309,6.4773,3.5944,-3.6356,-2.2895,-1.0764,-1.1924,-0.915,-0.5284,-0.0723,0.2063,0.4408,1.068,1.2287,40.6682,3.2706,2.7892,0.7876,0.008,BaSeL
832,172,9.916454,6.502,3.6148,-3.6439,-2.3007,-1.0839,-1.1977,-0.9183,-0.53,-0.0725,0.2069,0.442,1.0705,1.2316,40.7106,3.3498,2.8494,0.8014,0.008,BaSeL
833,173,9.929419,6.5264,3.6353,-3.6494,-2.311,-1.091,-1.2027,-0.9213,-0.5315,-0.0727,0.2076,0.4431,1.0728,1.2341,40.7534,3.429,2.9099,0.8155,0.008,BaSeL
834,174,9.942008,6.5503,3.6559,-3.6522,-2.3204,-1.0977,-1.2074,-0.9242,-0.5329,-0.0729,0.2081,0.4442,1.0749,1.2365,40.7958,3.5085,2.9707,0.83,0.008,BaSeL
835,175,9.954243,6.5739,3.6767,-3.6529,-2.3291,-1.1041,-1.2118,-0.9269,-0.5343,-0.0731,0.2087,0.4453,1.0768,1.2386,40.8374,3.5881,3.0318,0.8449,0.008,BaSeL
836,176,9.966142,6.5969,3.6975,-3.6516,-2.3367,-1.1098,-1.2158,-0.9293,-0.5355,-0.0732,0.2092,0.4462,1.0786,1.2405,40.878,3.6673,3.0927,0.8602,0.008,BaSeL
837,177,9.977724,6.6198,3.7185,-3.6503,-2.3449,-1.1159,-1.2201,-0.9319,-0.5368,-0.0734,0.2097,0.4472,1.0803,1.2424,40.9173,3.7485,3.1547,0.8758,0.008,BaSeL
838,178,9.989004,6.6426,3.7395,-3.6481,-2.3532,-1.1221,-1.2245,-0.9346,-0.5382,-0.0736,0.2102,0.4482,1.0821,1.2442,40.9553,3.8312,3.2177,0.8919,0.008,BaSeL
839,179,10.0,6.6648,3.7604,-3.6451,-2.3617,-1.1286,-1.229,-0.9373,-0.5395,-0.0738,0.2107,0.4491,1.0837,1.2458,40.9919,3.9136,3.2801,0.9081,0.008,BaSeL
840,180,10.010724,6.6853,3.7755,-3.6448,-2.3714,-1.1356,-1.2338,-0.9402,-0.541,-0.074,0.2113,0.4503,1.0864,1.2491,41.0224,3.9929,3.3388,0.9198,0.008,BaSeL
841,181,10.02119,6.7059,3.7891,-3.6621,-2.3832,-1.1422,-1.2383,-0.943,-0.5424,-0.0742,0.2119,0.4513,1.0897,1.2529,41.0173,4.0732,3.3987,0.9302,0.008,BaSeL
842,182,10.031408,6.7263,3.8029,-3.6793,-2.395,-1.1488,-1.2427,-0.9457,-0.5438,-0.0743,0.2125,0.4523,1.0928,1.2566,41.0121,4.1548,3.4593,0.941,0.008,BaSeL
843,183,10.041392,6.7466,3.8169,-3.6963,-2.4068,-1.1555,-1.2471,-0.9484,-0.5451,-0.0745,0.213,0.4534,1.0958,1.2602,41.0068,4.2374,3.5206,0.9522,0.008,BaSeL
844,184,10.051152,6.7666,3.8311,-3.7127,-2.4182,-1.1618,-1.2514,-0.951,-0.5465,-0.0747,0.2135,0.4544,1.0987,1.2635,41.0015,4.3201,3.5821,0.9638,0.008,BaSeL
845,185,10.060698,6.7863,3.8456,-3.7286,-2.4294,-1.168,-1.2555,-0.9535,-0.5477,-0.0749,0.2141,0.4553,1.1014,1.2667,40.9962,4.4035,3.6441,0.9757,0.008,BaSeL
846,186,10.070038,6.806,3.8603,-3.7441,-2.4403,-1.1742,-1.2595,-0.9559,-0.549,-0.0751,0.2146,0.4563,1.104,1.2697,40.9908,4.4879,3.7069,0.988,0.008,BaSeL
847,187,10.079182,6.8254,3.8753,-3.7585,-2.4508,-1.1801,-1.2633,-0.9582,-0.5501,-0.0753,0.2151,0.4572,1.1065,1.2725,40.9853,4.5725,3.77,1.0007,0.008,BaSeL
848,188,10.088136,6.8445,3.8905,-3.7721,-2.4607,-1.1858,-1.2669,-0.9604,-0.5513,-0.0754,0.2155,0.458,1.1087,1.275,40.9798,4.6569,3.8331,1.0138,0.008,BaSeL
849,189,10.09691,6.8634,3.906,-3.7851,-2.4704,-1.1913,-1.2703,-0.9625,-0.5523,-0.0756,0.216,0.4589,1.1109,1.2774,40.9742,4.7417,3.8965,1.0273,0.008,BaSeL
850,190,10.10551,6.8821,3.9216,-3.7975,-2.4797,-1.1965,-1.2736,-0.9644,-0.5533,-0.0757,0.2164,0.4597,1.1128,1.2795,40.9686,4.8267,3.9603,1.0412,0.008,BaSeL
851,191,10.113943,6.9005,3.9375,-3.8089,-2.4885,-1.2016,-1.2767,-0.9663,-0.5543,-0.0758,0.2168,0.4604,1.1146,1.2815,40.9629,4.9119,4.0243,1.0556,0.008,BaSeL
852,192,10.122216,6.9186,3.9537,-3.8196,-2.4966,-1.2062,-1.2795,-0.9679,-0.5552,-0.076,0.2172,0.4612,1.1162,1.2831,40.9571,4.9965,4.0883,1.0704,0.008,BaSeL
853,193,10.130334,6.9365,3.9701,-3.8293,-2.5039,-1.2104,-1.282,-0.9694,-0.556,-0.0761,0.2175,0.4618,1.1176,1.2846,40.9513,5.0808,4.1524,1.0858,0.008,BaSeL
854,194,10.138303,6.9541,3.9868,-3.838,-2.5104,-1.2141,-1.2842,-0.9708,-0.5567,-0.0762,0.2178,0.4624,1.1188,1.2858,40.9454,5.1647,4.2165,1.1016,0.008,BaSeL
855,195,10.146128,6.9715,4.0038,-3.8462,-2.5163,-1.2173,-1.2862,-0.972,-0.5573,-0.0763,0.2181,0.463,1.1199,1.2867,40.9395,5.2483,4.2807,1.118,0.008,BaSeL
856,196,10.153815,6.9886,4.021,-3.8543,-2.522,-1.2204,-1.2881,-0.9731,-0.558,-0.0764,0.2184,0.4635,1.1208,1.2875,40.9335,5.3321,4.3451,1.1349,0.008,BaSeL
857,197,10.161368,7.0056,4.0385,-3.8626,-2.5277,-1.2235,-1.2899,-0.9742,-0.5586,-0.0765,0.2187,0.4641,1.1215,1.2881,40.9274,5.4165,4.4099,1.1524,0.008,BaSeL
858,198,10.168792,7.0222,4.0562,-3.8711,-2.5335,-1.2265,-1.2918,-0.9753,-0.5592,-0.0766,0.219,0.4646,1.1221,1.2885,40.9213,5.5003,4.4742,1.1703,0.008,BaSeL
859,199,10.176091,7.0379,4.0737,-3.8802,-2.5394,-1.2296,-1.2936,-0.9764,-0.5598,-0.0767,0.2192,0.465,1.1225,1.2885,40.915,5.5801,4.5354,1.1883,0.008,BaSeL
860,200,10.18327,7.0486,4.083,-3.8902,-2.5468,-1.2339,-1.2963,-0.9781,-0.5607,-0.0768,0.2196,0.4657,1.124,1.29,40.9113,5.6387,4.5769,1.1976,0.008,BaSeL
861,201,10.190331,7.0602,4.0928,-3.8968,-2.551,-1.2361,-1.2976,-0.979,-0.5612,-0.0769,0.2197,0.4661,1.1252,1.2914,40.9079,5.7036,4.626,1.2085,0.008,BaSeL
862,202,10.197281,7.0717,4.1025,-3.9031,-2.5549,-1.2382,-1.2988,-0.9799,-0.5617,-0.077,0.2199,0.4664,1.1263,1.2928,40.9046,5.7684,4.6751,1.2194,0.008,BaSeL
863,203,10.20412,7.0831,4.1122,-3.9093,-2.5587,-1.2401,-1.3,-0.9808,-0.5622,-0.077,0.2201,0.4668,1.1275,1.2942,40.9012,5.8333,4.7244,1.2303,0.008,BaSeL
864,204,10.210854,7.0944,4.1219,-3.9153,-2.5625,-1.2421,-1.3012,-0.9816,-0.5627,-0.0771,0.2203,0.4672,1.1286,1.2956,40.8978,5.8985,4.7739,1.2413,0.008,BaSeL
865,205,10.217484,7.1056,4.1316,-3.9211,-2.566,-1.2439,-1.3023,-0.9824,-0.5632,-0.0772,0.2205,0.4675,1.1297,1.2969,40.8943,5.9639,4.8236,1.2524,0.008,BaSeL
866,206,10.224015,7.1168,4.1412,-3.9267,-2.5694,-1.2456,-1.3033,-0.9832,-0.5637,-0.0773,0.2206,0.4679,1.1308,1.2982,40.8909,6.0293,4.8734,1.2636,0.008,BaSeL
867,207,10.230449,7.1279,4.1508,-3.9322,-2.5727,-1.2473,-1.3043,-0.9839,-0.5642,-0.0774,0.2208,0.4682,1.1319,1.2995,40.8874,6.095,4.9234,1.2748,0.008,BaSeL
868,208,10.236789,7.1389,4.1603,-3.9375,-2.5759,-1.2489,-1.3053,-0.9847,-0.5646,-0.0774,0.221,0.4685,1.133,1.3008,40.8839,6.1609,4.9736,1.2861,0.008,BaSeL
869,209,10.243038,7.1498,4.1699,-3.9425,-2.5788,-1.2504,-1.3062,-0.9853,-0.565,-0.0775,0.2211,0.4688,1.134,1.302,40.8804,6.2265,5.0238,1.2974,0.008,BaSeL
870,210,10.249198,7.1606,4.1794,-3.9474,-2.5816,-1.2518,-1.307,-0.986,-0.5655,-0.0776,0.2213,0.4692,1.1351,1.3033,40.8768,6.2924,5.0741,1.3088,0.008,BaSeL
871,211,10.255273,7.1714,4.1888,-3.9521,-2.5844,-1.2532,-1.3079,-0.9866,-0.5659,-0.0777,0.2214,0.4695,1.1361,1.3045,40.8732,6.3585,5.1247,1.3202,0.008,BaSeL
872,212,10.261263,7.182,4.1983,-3.9565,-2.5869,-1.2544,-1.3086,-0.9872,-0.5663,-0.0777,0.2216,0.4698,1.1371,1.3057,40.8696,6.4244,5.1753,1.3318,0.008,BaSeL
873,213,10.267172,7.1927,4.2077,-3.9608,-2.5893,-1.2556,-1.3093,-0.9878,-0.5666,-0.0778,0.2217,0.47,1.1381,1.3068,40.866,6.4907,5.2261,1.3434,0.008,BaSeL
874,214,10.273002,7.2032,4.2171,-3.9649,-2.5915,-1.2568,-1.31,-0.9883,-0.567,-0.0779,0.2219,0.4703,1.139,1.308,40.8624,6.5573,5.2773,1.3551,0.008,BaSeL
875,215,10.278753,7.2137,4.2265,-3.9687,-2.5936,-1.2578,-1.3106,-0.9888,-0.5674,-0.0779,0.222,0.4706,1.14,1.3091,40.8587,6.6237,5.3284,1.3668,0.008,BaSeL
876,216,10.284431,7.2241,4.2358,-3.9724,-2.5956,-1.2588,-1.3111,-0.9893,-0.5677,-0.078,0.2222,0.4709,1.1409,1.3102,40.855,6.6903,5.3797,1.3786,0.008,BaSeL
877,217,10.290034,7.2344,4.2452,-3.9758,-2.5974,-1.2597,-1.3116,-0.9898,-0.568,-0.078,0.2223,0.4711,1.1418,1.3113,40.8512,6.757,5.4311,1.3905,0.008,BaSeL
878,218,10.295568,7.2447,4.2545,-3.979,-2.599,-1.2605,-1.312,-0.9902,-0.5683,-0.0781,0.2224,0.4714,1.1427,1.3123,40.8475,6.8234,5.4826,1.4025,0.008,BaSeL
879,219,10.30103,7.2548,4.2637,-3.982,-2.6005,-1.2612,-1.3124,-0.9906,-0.5686,-0.0782,0.2225,0.4716,1.1436,1.3134,40.8437,6.89,5.5341,1.4145,0.008,BaSeL
880,0,5.0,1.014,1.7298,3.1174,2.636,1.9412,0.5842,0.3602,0.1781,0.0346,-0.0278,-0.1103,-0.2575,-0.3147,46.6636,0.0129,0.0306,0.2376,0.02,BaSeL
881,1,5.149989,1.014,1.7298,3.1174,2.636,1.9412,0.5842,0.3602,0.1781,0.0346,-0.0278,-0.1103,-0.2575,-0.3147,46.6636,0.0129,0.0306,0.2376,0.02,BaSeL
882,2,5.200002,1.014,1.7298,3.1174,2.636,1.9412,0.5842,0.3602,0.1781,0.0346,-0.0278,-0.1103,-0.2575,-0.3147,46.6636,0.0129,0.0306,0.2376,0.02,BaSeL
883,3,5.250005,1.014,1.7298,3.1174,2.636,1.9412,0.5842,0.3602,0.1781,0.0346,-0.0278,-0.1103,-0.2575,-0.3147,46.6636,0.0129,0.0306,0.2376,0.02,BaSeL
884,4,5.300008,1.014,1.7298,3.1174,2.636,1.9412,0.5842,0.3602,0.1781,0.0346,-0.0278,-0.1103,-0.2575,-0.3147,46.6636,0.0129,0.0306,0.2376,0.02,BaSeL
885,5,5.349996,1.014,1.7298,3.1174,2.636,1.9412,0.5842,0.3602,0.1781,0.0346,-0.0278,-0.1103,-0.2575,-0.3147,46.6636,0.0129,0.0306,0.2376,0.02,BaSeL
886,6,5.400002,1.014,1.7298,3.1174,2.636,1.9412,0.5842,0.3602,0.1781,0.0346,-0.0278,-0.1103,-0.2575,-0.3147,46.6636,0.0129,0.0306,0.2376,0.02,BaSeL
887,7,5.450003,1.014,1.7298,3.1174,2.636,1.9412,0.5842,0.3602,0.1781,0.0346,-0.0278,-0.1103,-0.2575,-0.3147,46.6636,0.0129,0.0306,0.2376,0.02,BaSeL
888,8,5.500003,1.014,1.7298,3.1174,2.636,1.9412,0.5842,0.3602,0.1781,0.0346,-0.0278,-0.1103,-0.2575,-0.3147,46.6636,0.0129,0.0306,0.2376,0.02,BaSeL
889,9,5.550008,1.014,1.7298,3.1174,2.636,1.9412,0.5842,0.3602,0.1781,0.0346,-0.0278,-0.1103,-0.2575,-0.3147,46.6636,0.0129,0.0306,0.2376,0.02,BaSeL
890,10,5.600003,1.014,1.7298,3.1174,2.636,1.9412,0.5842,0.3602,0.1781,0.0346,-0.0278,-0.1103,-0.2575,-0.3147,46.6636,0.0129,0.0306,0.2376,0.02,BaSeL
891,11,5.650006,1.014,1.7298,3.1174,2.636,1.9412,0.5842,0.3602,0.1781,0.0346,-0.0278,-0.1103,-0.2575,-0.3147,46.6636,0.0129,0.0306,0.2376,0.02,BaSeL
892,12,5.700002,1.014,1.7298,3.1174,2.636,1.9412,0.5842,0.3602,0.1781,0.0346,-0.0278,-0.1103,-0.2575,-0.3147,46.6636,0.0129,0.0306,0.2376,0.02,BaSeL
893,13,5.749999,1.014,1.7298,3.1174,2.636,1.9412,0.5842,0.3602,0.1781,0.0346,-0.0278,-0.1103,-0.2575,-0.3147,46.6636,0.0129,0.0306,0.2376,0.02,BaSeL
894,14,5.800002,1.014,1.7298,3.1174,2.636,1.9412,0.5842,0.3602,0.1781,0.0346,-0.0278,-0.1103,-0.2575,-0.3147,46.6636,0.0129,0.0306,0.2376,0.02,BaSeL
895,15,5.850003,1.014,1.7298,3.1174,2.636,1.9412,0.5842,0.3602,0.1781,0.0346,-0.0278,-0.1103,-0.2575,-0.3147,46.6636,0.0129,0.0306,0.2376,0.02,BaSeL
896,16,5.900001,1.014,1.7298,3.1174,2.636,1.9412,0.5842,0.3602,0.1781,0.0346,-0.0278,-0.1103,-0.2575,-0.3147,46.6636,0.0129,0.0306,0.2376,0.02,BaSeL
897,17,5.950005,1.014,1.7298,3.1174,2.636,1.9412,0.5842,0.3602,0.1781,0.0346,-0.0278,-0.1103,-0.2575,-0.3147,46.6636,0.0129,0.0306,0.2376,0.02,BaSeL
898,18,6.0,1.006,1.723,3.1183,2.6369,1.9415,0.5838,0.36,0.178,0.0347,-0.0278,-0.1104,-0.2576,-0.3149,46.6596,0.0128,0.0303,0.2359,0.02,BaSeL
899,19,6.019988,0.9978,1.716,3.1191,2.6376,1.9417,0.5834,0.3598,0.178,0.0347,-0.0278,-0.1106,-0.2578,-0.3151,46.6559,0.0127,0.0301,0.2344,0.02,BaSeL
900,20,6.040009,0.9889,1.7082,3.1198,2.6383,1.9419,0.5831,0.3595,0.1779,0.0347,-0.0278,-0.1107,-0.258,-0.3153,46.6523,0.0126,0.0299,0.2327,0.02,BaSeL
901,21,6.060018,0.9792,1.6998,3.1204,2.6389,1.942,0.5827,0.3593,0.1779,0.0348,-0.0279,-0.1108,-0.2581,-0.3156,46.6486,0.0125,0.0296,0.2309,0.02,BaSeL
902,22,6.080013,0.9651,1.6877,3.1198,2.6385,1.9417,0.5823,0.359,0.1778,0.0348,-0.0279,-0.111,-0.2584,-0.3159,46.644,0.0123,0.0292,0.2283,0.02,BaSeL
903,23,6.099991,0.9487,1.6736,3.1186,2.6376,1.9412,0.5819,0.3588,0.1777,0.0349,-0.0279,-0.1111,-0.2586,-0.3163,46.6388,0.0122,0.0288,0.2253,0.02,BaSeL
904,24,6.120014,0.9315,1.6586,3.1171,2.6365,1.9405,0.5814,0.3584,0.1776,0.0349,-0.0279,-0.1112,-0.2588,-0.3166,46.6334,0.012,0.0283,0.2222,0.02,BaSeL
905,25,6.140005,0.9135,1.6428,3.1155,2.6353,1.9397,0.581,0.3581,0.1775,0.0349,-0.028,-0.1113,-0.259,-0.3169,46.6279,0.0118,0.0278,0.2189,0.02,BaSeL
906,26,6.159988,0.8945,1.626,3.1135,2.6338,1.9388,0.5804,0.3577,0.1774,0.0349,-0.028,-0.1114,-0.2591,-0.3172,46.6222,0.0116,0.0273,0.2155,0.02,BaSeL
907,27,6.180011,0.8744,1.6081,3.1113,2.6321,1.9377,0.5798,0.3573,0.1772,0.035,-0.028,-0.1115,-0.2592,-0.3174,46.6164,0.0114,0.0268,0.2119,0.02,BaSeL
908,28,6.200002,0.8531,1.589,3.1086,2.6301,1.9365,0.5791,0.3569,0.177,0.035,-0.028,-0.1115,-0.2592,-0.3175,46.6103,0.0111,0.0263,0.2082,0.02,BaSeL
909,29,6.220004,0.8307,1.5687,3.1056,2.6279,1.935,0.5784,0.3564,0.1768,0.035,-0.028,-0.1115,-0.2592,-0.3176,46.6039,0.0109,0.0258,0.2043,0.02,BaSeL
910,30,6.24,0.8094,1.5491,3.1027,2.6258,1.9335,0.5776,0.3558,0.1766,0.035,-0.0279,-0.1115,-0.2591,-0.3176,46.5981,0.0107,0.0253,0.2005,0.02,BaSeL
911,31,6.26,0.7916,1.532,3.1007,2.6245,1.9322,0.5767,0.3552,0.1763,0.035,-0.0279,-0.1114,-0.2588,-0.3174,46.5937,0.0105,0.0248,0.1974,0.02,BaSeL
912,32,6.280009,0.7719,1.5131,3.0979,2.6227,1.9305,0.5756,0.3546,0.176,0.035,-0.0279,-0.1113,-0.2584,-0.3171,46.589,0.0103,0.0244,0.194,0.02,BaSeL
913,33,6.300008,0.7503,1.4923,3.0946,2.6203,1.9285,0.5745,0.3539,0.1757,0.035,-0.0278,-0.1112,-0.2581,-0.3168,46.5839,0.0102,0.0239,0.1903,0.02,BaSeL
914,34,6.320001,0.7259,1.4689,3.0903,2.6173,1.9261,0.5733,0.3531,0.1753,0.0349,-0.0278,-0.1111,-0.2576,-0.3164,46.5783,0.0099,0.0234,0.1861,0.02,BaSeL
915,35,6.340008,0.6988,1.4428,3.085,2.6135,1.9232,0.5719,0.3522,0.1749,0.0349,-0.0277,-0.1109,-0.2571,-0.316,46.5721,0.0097,0.0228,0.1817,0.02,BaSeL
916,36,6.360006,0.6689,1.414,3.0786,2.6088,1.9197,0.5704,0.3513,0.1745,0.0349,-0.0276,-0.1107,-0.2566,-0.3155,46.5652,0.0094,0.0221,0.1768,0.02,BaSeL
917,37,6.379994,0.5632,1.3153,3.0637,2.5973,1.9123,0.5671,0.3491,0.1736,0.0349,-0.0275,-0.1106,-0.2563,-0.3157,46.5293,0.0085,0.02,0.1608,0.02,BaSeL
918,38,6.400002,0.4146,1.177,3.0501,2.5868,1.9061,0.5645,0.3474,0.1729,0.035,-0.0275,-0.1108,-0.2566,-0.3167,46.4837,0.0074,0.0174,0.1411,0.02,BaSeL
919,39,6.420005,0.3778,1.1411,3.0429,2.582,1.9022,0.5625,0.3461,0.1723,0.035,-0.0274,-0.1106,-0.2559,-0.3159,46.4734,0.0072,0.0168,0.1361,0.02,BaSeL
920,40,6.439995,0.3043,1.0686,3.0288,2.5723,1.8963,0.5602,0.3444,0.1713,0.0348,-0.0272,-0.1099,-0.2543,-0.3144,46.4623,0.0067,0.0156,0.1269,0.02,BaSeL
921,41,6.459995,0.2157,0.975,3.0006,2.5547,1.887,0.5556,0.3404,0.1685,0.0345,-0.0264,-0.1075,-0.2492,-0.3088,46.466,0.0062,0.0143,0.116,0.02,BaSeL
922,42,6.480007,0.0931,0.8273,2.9003,2.477,1.8353,0.5407,0.3307,0.1627,0.0334,-0.0246,-0.1017,-0.2375,-0.2952,46.4843,0.0055,0.0128,0.1009,0.02,BaSeL
923,43,6.500003,0.0486,0.7617,2.8566,2.4407,1.8089,0.5302,0.3233,0.1585,0.0328,-0.0234,-0.0981,-0.229,-0.285,46.4009,0.0053,0.0122,0.0946,0.02,BaSeL
924,44,6.519999,0.0178,0.6919,2.7976,2.3883,1.7669,0.5142,0.3125,0.1526,0.0317,-0.0217,-0.0929,-0.2165,-0.2692,46.2962,0.0052,0.0118,0.0884,0.02,BaSeL
925,45,6.540004,-0.0123,0.5957,2.7116,2.308,1.6992,0.4895,0.296,0.1436,0.0301,-0.0191,-0.0846,-0.1964,-0.2433,46.1959,0.0051,0.0115,0.0807,0.02,BaSeL
926,46,6.560002,-0.0314,0.4939,2.5876,2.1921,1.6026,0.4577,0.275,0.132,0.028,-0.0154,-0.0734,-0.1701,-0.209,46.1233,0.0051,0.0112,0.0732,0.02,BaSeL
927,47,6.580001,-0.0809,0.3739,2.467,2.0806,1.5111,0.4294,0.2564,0.1217,0.0261,-0.0122,-0.0636,-0.147,-0.1793,46.0469,0.0049,0.0107,0.0653,0.02,BaSeL
928,48,6.600003,-0.0993,0.3099,2.3744,1.9984,1.446,0.4095,0.2434,0.1146,0.0248,-0.01,-0.057,-0.1317,-0.1599,45.9893,0.0048,0.0105,0.0614,0.02,BaSeL
929,49,6.620001,-0.0781,0.3076,2.3206,1.9543,1.4138,0.3996,0.2369,0.111,0.0241,-0.0089,-0.0537,-0.1242,-0.1509,45.9451,0.0049,0.0106,0.061,0.02,BaSeL
930,50,6.640004,-0.01,0.3768,2.3091,1.9515,1.418,0.4011,0.2379,0.1115,0.0242,-0.0091,-0.0543,-0.1258,-0.1535,45.9106,0.0052,0.0113,0.0648,0.02,BaSeL
931,51,6.660002,0.0674,0.439,2.2947,1.9383,1.4102,0.3982,0.2357,0.11,0.0238,-0.0087,-0.0527,-0.1221,-0.1498,45.873,0.0056,0.0121,0.0684,0.02,BaSeL
932,52,6.68,0.0528,0.304,2.2226,1.8662,1.3462,0.3729,0.2176,0.0994,0.022,-0.0048,-0.0418,-0.0948,-0.1151,45.7961,0.0056,0.0119,0.0602,0.02,BaSeL
933,53,6.700002,0.0581,0.092,2.1866,1.83,1.3099,0.345,0.1947,0.0845,0.0194,0.0017,-0.0247,-0.0503,-0.0611,45.7325,0.0057,0.0119,0.0494,0.02,BaSeL
934,54,6.720002,0.0595,-0.1797,2.1681,1.816,1.2945,0.3146,0.1673,0.0654,0.0159,0.0109,-0.0011,0.01,0.0102,45.649,0.0058,0.0119,0.0383,0.02,BaSeL
935,55,6.739999,0.0505,-0.4972,2.1385,1.7922,1.2723,0.2708,0.1273,0.0373,0.0107,0.0242,0.0329,0.0931,0.1068,45.5499,0.006,0.0117,0.0285,0.02,BaSeL
936,56,6.76,0.0345,-0.6685,2.0746,1.7337,1.2222,0.2289,0.092,0.0139,0.0065,0.0339,0.0575,0.1497,0.1711,45.3953,0.0061,0.0115,0.0242,0.02,BaSeL
937,57,6.78,0.1064,-0.6256,2.0819,1.7428,1.2321,0.2445,0.1056,0.0227,0.0079,0.0312,0.0502,0.14,0.1626,45.1843,0.0064,0.0123,0.0252,0.02,BaSeL
